Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered_oh1,Weight_in_gms,Product_importance_labeled,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Gender_F,Gender_M,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,is_shipping_late
9266,3,3,217,3,10.0,5439,1,1,0,0,0,0,0,1,0,0,1,0
9267,4,2,145,3,7.0,5823,1,0,1,0,0,0,1,0,0,0,1,0
9268,3,1,170,3,6.0,5750,2,0,0,1,0,0,1,0,0,0,1,0
9269,3,2,244,3,5.0,5781,2,0,0,0,0,1,1,0,0,0,1,1
9270,3,1,151,4,2.0,5016,1,0,0,0,1,0,0,1,0,0,1,0
9271,4,1,202,3,10.0,4454,0,0,0,0,0,1,0,1,0,0,1,0
9272,4,1,195,3,2.0,4682,1,1,0,0,0,0,0,1,0,0,1,0
9273,3,3,150,3,9.0,5852,1,0,1,0,0,0,0,1,0,0,1,0
9274,4,3,225,2,10.0,5523,1,0,0,1,0,0,1,0,0,0,1,1
9275,4,5,142,4,6.0,5027,1,0,0,0,0,1,1,0,0,0,1,0
9276,3,3,262,4,5.0,4782,0,0,0,0,1,0,0,1,0,0,1,0
9277,3,1,251,6,10.0,4912,1,0,0,0,0,1,0,1,0,0,1,0
9278,5,5,221,2,10.0,4255,1,1,0,0,0,0,0,1,0,0,1,1
9279,3,2,202,2,7.0,5328,1,0,1,0,0,0,1,0,0,0,1,0
9280,4,3,216,4,3.0,4750,1,0,0,1,0,0,0,1,0,0,1,0
9281,4,2,239,3,4.0,5916,0,0,0,0,0,1,1,0,0,0,1,0
9282,2,3,192,3,4.0,5524,0,0,0,0,1,0,0,1,0,0,1,0
9283,3,4,185,2,5.0,4574,1,0,0,0,0,1,0,1,0,0,1,0
9284,5,4,235,3,3.0,4411,0,1,0,0,0,0,0,1,0,0,1,1
9285,3,2,253,2,8.0,5608,0,0,1,0,0,0,0,1,0,0,1,0
9286,3,4,180,3,2.0,5659,0,0,0,1,0,0,0,1,0,0,1,1
9287,3,5,150,2,10.0,5187,1,0,0,0,0,1,0,1,0,0,1,0
9288,4,2,168,6,9.0,4030,1,0,0,0,1,0,1,0,0,0,1,0
9289,5,4,274,3,1.0,4030,1,0,0,0,0,1,1,0,0,1,0,0
9290,3,2,179,3,9.0,5224,1,1,0,0,0,0,0,1,0,1,0,1
9291,6,1,237,5,3.0,5299,1,0,1,0,0,0,0,1,0,1,0,1
9292,3,4,160,3,10.0,4602,0,0,0,1,0,0,0,1,0,1,0,0
9293,4,1,225,2,4.0,4102,0,0,0,0,0,1,0,1,0,1,0,0
9294,4,2,217,2,4.0,5539,0,0,0,0,1,0,0,1,0,1,0,0
9295,3,5,263,3,1.0,4645,1,0,0,0,0,1,0,1,0,1,0,0
9296,4,4,128,6,3.0,5459,1,1,0,0,0,0,1,0,0,1,0,0
9297,3,3,167,3,8.0,4420,0,0,1,0,0,0,1,0,0,1,0,0
9298,3,2,221,2,10.0,4312,0,0,0,1,0,0,1,0,0,1,0,0
9299,3,3,173,2,5.0,4703,0,0,0,0,0,1,0,1,0,1,0,0
9300,4,2,149,6,6.0,4904,0,0,0,0,1,0,1,0,0,1,0,0
9301,3,5,234,2,8.0,5241,1,0,0,0,0,1,1,0,0,1,0,1
9302,3,3,237,3,6.0,4918,1,1,0,0,0,0,0,1,0,1,0,0
9303,2,4,269,4,2.0,4267,0,0,1,0,0,0,0,1,0,1,0,1
9304,3,5,182,3,5.0,4183,2,0,0,1,0,0,0,1,0,1,0,1
9305,6,3,199,4,1.0,5204,1,0,0,0,0,1,1,0,0,1,0,0
9306,4,1,264,4,6.0,4863,0,0,0,0,1,0,1,0,0,1,0,0
9307,6,5,167,3,2.0,5761,0,0,0,0,0,1,1,0,0,1,0,1
9308,4,4,155,3,6.0,5778,1,1,0,0,0,0,1,0,0,1,0,1
9309,5,1,274,2,8.0,4647,2,0,1,0,0,0,1,0,0,1,0,1
9310,4,1,213,5,10.0,5492,0,0,0,1,0,0,0,1,0,1,0,0
9311,3,2,204,2,8.0,4562,2,0,0,0,0,1,0,1,1,0,0,1
9312,5,2,259,2,7.0,4764,1,0,0,0,1,0,0,1,1,0,0,0
9313,3,1,174,3,2.0,4972,1,0,0,0,0,1,1,0,1,0,0,0
9314,3,1,230,2,4.0,4387,0,1,0,0,0,0,1,0,1,0,0,1
9315,5,4,260,4,4.0,5911,0,0,1,0,0,0,0,1,1,0,0,1
9316,4,5,176,2,1.0,4155,0,0,0,1,0,0,1,0,1,0,0,0
9317,5,2,217,2,6.0,4120,1,0,0,0,0,1,1,0,1,0,0,1
9318,4,2,219,3,9.0,5703,0,0,0,0,1,0,1,0,1,0,0,0
9319,4,1,189,3,5.0,4133,1,0,0,0,0,1,0,1,1,0,0,0
9320,4,1,252,4,7.0,5459,0,1,0,0,0,0,1,0,1,0,0,1
9321,3,2,189,3,2.0,4152,1,0,1,0,0,0,1,0,1,0,0,1
9322,5,2,159,3,5.0,4930,0,0,0,1,0,0,0,1,1,0,0,0
9323,4,2,262,3,6.0,5381,0,0,0,0,0,1,0,1,1,0,0,0
9324,6,1,191,5,8.0,5156,0,0,0,0,1,0,0,1,1,0,0,1
9325,4,1,271,4,2.0,4133,1,0,0,0,0,1,1,0,1,0,0,1
9326,4,5,196,5,2.0,5840,0,1,0,0,0,0,1,0,1,0,0,0
9327,4,3,261,6,6.0,5068,0,0,1,0,0,0,1,0,1,0,0,0
9328,4,5,233,6,1.0,5284,1,0,0,1,0,0,0,1,1,0,0,0
9329,5,4,235,4,5.0,4506,0,0,0,0,0,1,0,1,1,0,0,0
9330,3,2,154,3,8.0,5149,0,0,0,0,1,0,1,0,1,0,0,1
9331,4,5,167,4,3.0,4658,0,0,0,0,0,1,0,1,1,0,0,0
9332,6,4,144,4,5.0,4631,0,1,0,0,0,0,1,0,1,0,0,0
9333,5,3,194,4,9.0,5851,0,0,1,0,0,0,0,1,0,0,1,0
9334,5,4,242,4,5.0,5375,1,0,0,1,0,0,1,0,0,0,1,0
9335,3,3,144,3,8.0,5727,1,0,0,0,0,1,0,1,0,0,1,0
9336,5,4,157,7,9.0,4272,1,0,0,0,1,0,1,0,0,0,1,0
9337,4,3,184,7,5.0,5920,1,0,0,0,0,1,0,1,0,0,1,1
9338,5,1,151,3,2.0,4172,1,1,0,0,0,0,0,1,0,0,1,1
9339,4,1,175,3,2.0,5861,1,0,1,0,0,0,0,1,0,0,1,0
9340,3,2,177,3,5.0,5941,0,0,0,1,0,0,1,0,0,0,1,0
9341,6,1,141,3,2.0,5144,0,0,0,0,0,1,1,0,0,0,1,0
9342,4,2,210,3,5.0,4746,0,0,0,0,1,0,0,1,0,0,1,0
9343,2,4,224,2,8.0,4754,0,0,0,0,0,1,0,1,0,0,1,0
9344,4,1,253,3,9.0,5502,1,1,0,0,0,0,1,0,0,0,1,1
9345,4,1,157,2,7.0,4690,1,0,1,0,0,0,1,0,0,0,1,1
9346,3,2,172,3,8.0,4982,1,0,0,1,0,0,1,0,0,0,1,1
9347,3,5,193,10,6.0,5247,2,0,0,0,0,1,0,1,0,0,1,1
9348,6,2,255,4,9.0,1157,0,0,0,0,1,0,0,1,0,0,1,0
9349,7,5,255,4,2.0,1826,0,0,0,0,0,1,1,0,0,0,1,1
9350,6,4,286,4,1.0,1570,1,1,0,0,0,0,1,0,0,0,1,0
9351,7,1,267,4,9.0,1261,1,0,1,0,0,0,0,1,0,0,1,1
9352,5,4,226,6,3.0,1223,0,0,0,1,0,0,1,0,0,0,1,1
9353,6,3,285,4,1.0,1606,1,0,0,0,0,1,1,0,0,0,1,0
9354,6,4,276,4,4.0,1662,0,0,0,0,1,0,0,1,0,0,1,1
9355,6,4,257,4,4.0,1451,0,0,0,0,0,1,1,0,0,0,1,0
9356,6,4,287,4,7.0,1141,1,1,0,0,0,0,0,1,0,0,1,1
9357,6,1,283,5,9.0,1311,0,0,1,0,0,0,1,0,0,0,1,1
9358,6,1,309,4,10.0,1904,1,0,0,1,0,0,1,0,0,0,1,1
9359,4,5,274,5,7.0,1225,0,0,0,0,0,1,0,1,0,0,1,0
9360,7,2,244,4,8.0,1477,1,0,0,0,1,0,1,0,0,0,1,1
9361,5,4,222,6,9.0,1003,0,0,0,0,0,1,1,0,0,0,1,0
9362,6,1,264,4,9.0,1243,0,1,0,0,0,0,0,1,0,0,1,0
9363,4,1,232,5,7.0,1899,1,0,1,0,0,0,1,0,0,0,1,1
9364,5,1,217,2,10.0,4264,1,0,0,1,0,0,1,0,0,0,1,0
9365,4,5,219,3,1.0,5221,0,0,0,0,0,1,1,0,0,0,1,0
9366,4,3,189,3,4.0,5613,1,0,0,0,1,0,1,0,0,0,1,1
9367,4,2,252,4,1.0,4705,0,0,0,0,0,1,0,1,0,0,1,1
9368,3,3,189,3,1.0,5896,1,1,0,0,0,0,1,0,0,0,1,1
9369,5,3,159,3,7.0,5462,0,0,1,0,0,0,0,1,0,0,1,1
9370,4,3,262,3,3.0,4176,0,0,0,1,0,0,1,0,0,0,1,0
9371,6,2,191,5,1.0,4314,0,0,0,0,0,1,0,1,0,0,1,0
9372,4,5,271,4,9.0,5057,1,0,0,0,1,0,0,1,0,0,1,0
9373,4,2,196,5,5.0,4994,0,0,0,0,0,1,0,1,0,0,1,0
9374,4,1,261,6,6.0,5861,0,1,0,0,0,0,1,0,0,0,1,0
9375,4,1,233,6,2.0,5406,1,0,1,0,0,0,1,0,0,0,1,0
9376,5,4,235,4,10.0,4880,0,0,0,1,0,0,0,1,0,0,1,0
9377,3,1,154,3,5.0,4720,0,0,0,0,0,1,0,1,0,0,1,1
9378,4,4,167,4,2.0,5908,0,0,0,0,1,0,0,1,0,0,1,1
9379,6,1,144,4,5.0,5121,0,0,0,0,0,1,1,0,0,0,1,0
9380,5,2,194,4,8.0,5650,0,1,0,0,0,0,0,1,0,0,1,1
9381,5,3,242,4,8.0,4410,1,0,1,0,0,0,1,0,0,0,1,1
9382,3,5,144,3,9.0,5912,1,0,0,1,0,0,1,0,0,0,1,0
9383,5,4,157,7,3.0,4723,1,0,0,0,0,1,0,1,0,0,1,0
9384,4,1,184,7,6.0,4956,1,0,0,0,1,0,1,0,0,0,1,0
9385,5,1,151,3,9.0,5667,1,0,0,0,0,1,1,0,0,0,1,0
9386,4,4,175,3,2.0,4004,1,1,0,0,0,0,0,1,0,0,1,0
9387,3,2,177,3,9.0,5427,0,0,1,0,0,0,1,0,0,0,1,0
9388,6,3,141,3,7.0,5222,0,0,0,1,0,0,0,1,0,0,1,1
9389,4,2,210,3,9.0,4102,0,0,0,0,0,1,1,0,0,0,1,1
9390,2,3,224,2,5.0,5050,0,0,0,0,1,0,1,0,0,0,1,0
9391,4,4,253,3,4.0,5236,1,0,0,0,0,1,1,0,0,0,1,0
9392,4,5,157,2,1.0,5054,1,1,0,0,0,0,1,0,0,0,1,0
9393,3,1,172,3,5.0,5696,1,0,1,0,0,0,0,1,0,0,1,1
9394,3,1,193,10,1.0,4459,2,0,0,1,0,0,1,0,0,0,1,0
9395,6,3,255,4,6.0,1654,0,0,0,0,0,1,0,1,0,0,1,1
9396,7,5,255,4,7.0,1104,0,0,0,0,1,0,0,1,0,0,1,0
9397,6,4,286,4,1.0,1539,1,0,0,0,0,1,1,0,0,0,1,1
9398,7,3,267,4,10.0,1548,1,1,0,0,0,0,1,0,0,0,1,0
9399,5,4,226,6,1.0,1327,0,0,1,0,0,0,0,1,0,0,1,0
9400,6,4,285,4,4.0,1244,1,0,0,1,0,0,0,1,0,0,1,1
9401,6,3,276,4,8.0,1754,0,0,0,0,0,1,1,0,0,0,1,1
9402,6,3,257,4,2.0,1694,0,0,0,0,1,0,1,0,0,0,1,0
9403,6,1,287,4,5.0,1791,1,0,0,0,0,1,0,1,0,0,1,1
9404,6,1,283,5,5.0,1298,0,1,0,0,0,0,1,0,0,0,1,0
9405,6,2,309,4,8.0,1930,1,0,1,0,0,0,1,0,0,0,1,0
9406,4,1,274,5,5.0,1581,0,0,0,1,0,0,1,0,0,0,1,1
9407,7,3,244,4,10.0,1629,1,0,0,0,0,1,0,1,0,0,1,0
9408,5,5,222,6,1.0,1962,0,0,0,0,1,0,0,1,0,0,1,0
9409,7,1,264,4,5.0,1238,1,0,0,0,0,1,1,0,0,0,1,0
9410,4,4,258,5,7.0,1261,0,1,0,0,0,0,0,1,0,0,1,1
9411,5,5,236,5,7.0,1137,0,0,1,0,0,0,1,0,0,0,1,0
9412,6,3,304,4,9.0,1401,0,0,0,1,0,0,1,0,0,0,1,0
9413,6,3,244,5,5.0,1092,1,0,0,0,0,1,1,0,0,0,1,0
9414,7,1,301,4,10.0,1869,0,0,0,0,1,0,0,1,0,0,1,0
9415,4,4,275,5,5.0,1117,1,0,0,0,0,1,0,1,0,0,1,0
9416,5,4,236,5,6.0,1829,0,1,0,0,0,0,0,1,0,0,1,1
9417,6,3,286,4,4.0,1169,1,0,1,0,0,0,0,1,0,0,1,0
9418,5,4,238,6,6.0,1850,0,0,0,1,0,0,0,1,0,0,1,1
9419,7,3,300,4,5.0,1244,1,0,0,0,0,1,1,0,0,0,1,0
9420,6,2,292,4,2.0,1149,1,0,0,0,1,0,0,1,0,0,1,1
9421,5,2,172,2,9.0,1097,0,0,0,0,0,1,0,1,0,0,1,0
9422,2,1,181,5,3.0,1038,1,1,0,0,0,0,0,1,0,0,1,0
9423,7,5,289,4,9.0,1904,0,0,1,0,0,0,0,1,0,0,1,0
9424,7,5,256,4,4.0,1139,1,0,0,1,0,0,0,1,0,0,1,1
9425,4,5,251,5,10.0,1683,1,0,0,0,0,1,0,1,0,0,1,1
9426,6,5,245,4,3.0,1716,0,0,0,0,1,0,0,1,0,1,0,0
9427,5,2,266,5,8.0,1367,1,0,0,0,0,1,0,1,0,1,0,0
9428,4,1,220,5,9.0,1817,0,1,0,0,0,0,1,0,0,1,0,0
9429,4,2,274,5,8.0,1246,0,0,1,0,0,0,1,0,0,1,0,0
9430,7,5,301,4,9.0,1660,0,0,0,1,0,0,0,1,0,1,0,1
9431,6,5,285,4,8.0,1028,0,0,0,0,0,1,0,1,0,1,0,1
9432,6,3,271,4,2.0,1364,0,0,0,0,1,0,1,0,0,1,0,1
9433,4,3,241,5,2.0,1442,0,0,0,0,0,1,1,0,0,1,0,0
9434,3,1,146,5,10.0,1737,0,1,0,0,0,0,0,1,0,1,0,0
9435,6,4,256,4,9.0,1791,1,0,1,0,0,0,1,0,0,1,0,0
9436,6,2,235,5,5.0,1051,0,0,0,1,0,0,1,0,0,1,0,1
9437,5,5,275,3,9.0,1691,0,0,0,0,0,1,1,0,0,1,0,1
9438,6,4,205,4,10.0,1974,0,0,0,0,1,0,1,0,0,1,0,1
9439,5,4,244,5,1.0,1320,1,0,0,0,0,1,1,0,0,1,0,0
9440,5,2,269,6,5.0,1097,1,1,0,0,0,0,1,0,0,1,0,0
9441,4,1,238,5,3.0,1913,1,0,1,0,0,0,1,0,0,1,0,0
9442,5,4,217,5,8.0,1803,0,0,0,1,0,0,1,0,0,1,0,0
9443,5,2,258,5,3.0,1824,0,0,0,0,0,1,0,1,0,1,0,0
9444,7,1,269,5,5.0,1402,1,0,0,0,1,0,1,0,0,1,0,0
9445,4,2,259,5,6.0,1827,0,0,0,0,0,1,0,1,0,1,0,1
9446,6,5,260,4,8.0,1347,0,1,0,0,0,0,1,0,0,1,0,1
9447,5,5,227,5,2.0,1436,1,0,1,0,0,0,1,0,0,1,0,1
9448,4,2,223,6,10.0,1650,0,0,0,1,0,0,1,0,1,0,0,1
9449,5,2,221,5,10.0,1160,1,0,0,0,0,1,0,1,1,0,0,0
9450,7,4,296,4,10.0,1033,0,0,0,0,1,0,1,0,1,0,0,0
9451,5,3,228,5,9.0,1924,2,0,0,0,0,1,0,1,1,0,0,0
9452,4,4,275,5,7.0,1562,1,1,0,0,0,0,0,1,1,0,0,1
9453,5,3,230,5,4.0,1123,1,0,1,0,0,0,0,1,1,0,0,0
9454,5,1,241,5,3.0,1379,1,0,0,1,0,0,0,1,1,0,0,0
9455,4,2,270,5,5.0,1747,0,0,0,0,0,1,1,0,1,0,0,1
9456,6,4,264,5,7.0,1220,1,0,0,0,1,0,1,0,1,0,0,1
9457,4,4,260,5,5.0,1178,0,0,0,0,0,1,1,0,1,0,0,1
9458,5,1,271,5,4.0,1353,0,1,0,0,0,0,0,1,1,0,0,0
9459,5,5,286,4,10.0,1071,2,0,1,0,0,0,1,0,1,0,0,1
9460,6,1,279,4,4.0,1263,0,0,0,1,0,0,1,0,1,0,0,1
9461,6,3,271,4,6.0,1934,0,0,0,0,0,1,1,0,1,0,0,0
9462,3,5,206,4,6.0,5038,0,0,0,0,1,0,0,1,1,0,0,0
9463,5,2,205,3,1.0,4351,1,0,0,0,0,1,1,0,1,0,0,0
9464,5,2,233,3,10.0,4233,1,1,0,0,0,0,1,0,1,0,0,1
9465,5,1,207,3,1.0,4112,0,0,1,0,0,0,1,0,1,0,0,0
9466,4,1,174,4,3.0,5295,0,0,0,1,0,0,0,1,1,0,0,0
9467,3,4,191,3,10.0,4667,1,0,0,0,0,1,1,0,1,0,0,0
9468,4,4,156,2,7.0,5938,1,0,0,0,1,0,1,0,1,0,0,0
9469,4,4,137,3,8.0,4066,1,0,0,0,0,1,1,0,1,0,0,1
9470,3,3,251,3,8.0,4246,0,1,0,0,0,0,0,1,0,0,1,0
9471,5,3,194,3,7.0,5545,0,0,1,0,0,0,0,1,0,0,1,0
9472,4,1,141,3,6.0,5273,0,0,0,1,0,0,1,0,0,0,1,0
9473,5,1,137,3,10.0,4641,1,0,0,0,0,1,1,0,0,0,1,0
9474,3,1,221,3,10.0,5696,1,0,0,0,1,0,0,1,0,0,1,1
9475,3,1,270,2,6.0,4966,1,0,0,0,0,1,0,1,0,0,1,0
9476,3,3,133,3,2.0,4926,0,1,0,0,0,0,1,0,0,0,1,0
9477,4,4,181,3,9.0,4425,1,0,1,0,0,0,1,0,0,0,1,1
9478,6,4,147,3,4.0,4549,0,0,0,1,0,0,0,1,0,0,1,1
9479,4,3,250,2,10.0,4885,2,0,0,0,0,1,1,0,0,0,1,1
9480,3,5,184,2,3.0,4883,2,0,0,0,1,0,0,1,0,0,1,0
9481,5,1,234,3,4.0,5033,0,0,0,0,0,1,1,0,0,0,1,0
9482,3,3,126,6,8.0,5084,0,1,0,0,0,0,0,1,0,0,1,1
9483,3,2,241,3,9.0,4301,1,0,1,0,0,0,1,0,0,0,1,0
9484,3,5,218,2,6.0,4072,1,0,0,1,0,0,1,0,0,0,1,0
9485,3,5,98,3,3.0,5553,1,0,0,0,0,1,1,0,0,0,1,1
9486,3,5,211,2,9.0,4577,1,0,0,0,1,0,1,0,0,0,1,1
9487,4,2,216,3,2.0,4750,0,0,0,0,0,1,0,1,0,0,1,1
9488,3,3,203,3,4.0,5548,1,1,0,0,0,0,1,0,0,0,1,0
9489,3,4,266,3,9.0,5908,1,0,1,0,0,0,0,1,0,0,1,1
9490,4,1,155,3,9.0,4443,1,0,0,1,0,0,0,1,0,0,1,0
9491,3,5,156,2,8.0,5848,1,0,0,0,0,1,1,0,0,0,1,0
9492,5,2,169,5,2.0,4542,1,0,0,0,1,0,1,0,0,0,1,0
9493,4,5,241,4,10.0,4126,1,0,0,0,0,1,1,0,0,0,1,1
9494,4,5,199,4,1.0,5585,1,1,0,0,0,0,0,1,0,0,1,1
9495,4,3,184,3,9.0,5602,0,0,1,0,0,0,1,0,0,0,1,0
9496,3,3,221,3,5.0,4388,0,0,0,1,0,0,1,0,0,0,1,0
9497,4,3,258,3,7.0,4887,1,0,0,0,0,1,1,0,0,0,1,1
9498,5,4,193,3,3.0,4559,1,0,0,0,1,0,0,1,0,0,1,0
9499,2,2,156,4,9.0,4184,2,0,0,0,0,1,0,1,0,0,1,1
9500,4,2,201,3,4.0,4613,1,1,0,0,0,0,1,0,0,0,1,0
9501,4,2,171,3,4.0,5859,1,0,1,0,0,0,0,1,0,0,1,0
9502,3,4,193,6,2.0,5584,0,0,0,1,0,0,0,1,0,0,1,0
9503,5,2,254,2,4.0,4180,1,0,0,0,0,1,0,1,0,0,1,1
9504,4,4,251,3,9.0,5350,1,0,0,0,1,0,1,0,0,0,1,1
9505,5,3,171,3,7.0,4946,0,0,0,0,0,1,1,0,0,0,1,0
9506,4,1,243,3,10.0,5832,1,1,0,0,0,0,0,1,0,0,1,0
9507,3,4,253,3,4.0,4269,1,0,1,0,0,0,0,1,0,0,1,0
9508,3,5,137,3,3.0,5497,0,0,0,1,0,0,0,1,0,0,1,1
9509,5,2,149,2,6.0,4661,0,0,0,0,0,1,1,0,0,0,1,0
9510,4,1,183,3,3.0,5178,0,0,0,0,1,0,0,1,0,0,1,1
9511,4,5,171,3,10.0,4752,0,0,0,0,0,1,1,0,0,0,1,1
9512,4,5,102,5,3.0,5767,0,1,0,0,0,0,1,0,0,0,1,0
9513,3,3,249,4,7.0,5868,0,0,1,0,0,0,0,1,0,0,1,1
9514,3,4,255,3,10.0,5291,1,0,0,1,0,0,1,0,0,0,1,1
9515,3,1,150,2,6.0,5697,0,0,0,0,0,1,1,0,0,0,1,0
9516,4,4,169,4,8.0,5493,1,0,0,0,1,0,1,0,0,0,1,0
9517,4,1,208,3,8.0,4890,1,0,0,0,0,1,1,0,0,0,1,1
9518,3,3,154,4,2.0,4921,2,1,0,0,0,0,1,0,0,0,1,1
9519,2,2,101,5,6.0,4196,1,0,1,0,0,0,1,0,0,0,1,0
9520,5,1,203,3,10.0,4750,0,0,0,1,0,0,0,1,0,0,1,0
9521,5,3,234,6,8.0,5003,1,0,0,0,0,1,1,0,0,0,1,0
9522,3,1,133,4,6.0,5162,1,0,0,0,1,0,1,0,0,0,1,0
9523,3,3,222,4,6.0,5284,0,0,0,0,0,1,1,0,0,0,1,1
9524,3,5,258,3,5.0,4494,0,1,0,0,0,0,1,0,0,0,1,0
9525,3,5,251,3,1.0,5073,0,0,1,0,0,0,0,1,0,0,1,0
9526,4,2,241,6,5.0,4880,1,0,0,1,0,0,0,1,0,0,1,1
9527,4,1,164,4,3.0,5318,1,0,0,0,0,1,0,1,0,0,1,1
9528,5,4,273,2,1.0,5008,0,0,0,0,1,0,1,0,0,0,1,1
9529,3,1,266,3,6.0,4010,0,0,0,0,0,1,0,1,0,0,1,0
9530,4,2,144,5,3.0,5807,0,1,0,0,0,0,1,0,0,0,1,1
9531,2,1,208,2,10.0,4671,0,0,1,0,0,0,0,1,0,0,1,1
9532,2,4,178,4,8.0,4620,1,0,0,1,0,0,1,0,0,0,1,0
9533,3,3,246,4,3.0,4316,0,0,0,0,0,1,1,0,0,0,1,0
9534,3,1,131,6,8.0,5352,1,0,0,0,1,0,0,1,0,0,1,0
9535,2,2,156,3,5.0,4151,0,0,0,0,0,1,1,0,0,0,1,1
9536,3,2,222,4,10.0,5720,1,1,0,0,0,0,0,1,0,0,1,0
9537,3,3,275,3,7.0,4968,1,0,1,0,0,0,0,1,0,0,1,0
9538,3,2,212,3,10.0,4117,1,0,0,1,0,0,0,1,0,0,1,0
9539,5,4,275,2,7.0,5292,1,0,0,0,0,1,0,1,0,0,1,0
9540,5,1,189,2,8.0,5219,1,0,0,0,1,0,0,1,0,0,1,0
9541,3,4,171,3,10.0,4839,0,0,0,0,0,1,0,1,0,0,1,0
9542,3,1,242,5,3.0,4026,0,1,0,0,0,0,1,0,0,0,1,0
9543,3,5,247,3,7.0,4966,1,0,1,0,0,0,1,0,0,0,1,0
9544,3,3,149,2,8.0,4556,0,0,0,1,0,0,0,1,0,0,1,0
9545,3,3,190,3,9.0,5279,0,0,0,0,0,1,1,0,0,0,1,0
9546,3,2,189,2,6.0,4488,0,0,0,0,1,0,0,1,0,0,1,1
9547,3,2,153,4,7.0,4750,2,0,0,0,0,1,0,1,0,0,1,1
9548,4,1,173,2,5.0,4688,0,1,0,0,0,0,0,1,0,0,1,0
9549,5,3,117,4,3.0,5078,0,0,1,0,0,0,1,0,0,0,1,0
9550,6,5,204,3,7.0,4119,1,0,0,1,0,0,0,1,0,0,1,0
9551,3,1,274,4,3.0,5979,0,0,0,0,0,1,0,1,0,0,1,0
9552,6,1,276,2,10.0,5108,0,0,0,0,1,0,0,1,0,0,1,0
9553,3,1,189,4,4.0,4785,0,0,0,0,0,1,1,0,0,0,1,0
9554,3,2,204,2,2.0,5033,0,1,0,0,0,0,1,0,0,0,1,1
9555,3,3,229,3,8.0,4549,1,0,1,0,0,0,1,0,0,0,1,0
9556,3,1,257,2,2.0,5815,1,0,0,1,0,0,1,0,0,0,1,0
9557,4,5,184,3,5.0,4039,0,0,0,0,0,1,0,1,0,0,1,1
9558,3,5,157,4,2.0,4640,1,0,0,0,1,0,1,0,0,0,1,0
9559,4,3,173,3,5.0,5331,1,0,0,0,0,1,0,1,0,0,1,1
9560,3,2,236,2,2.0,4239,1,1,0,0,0,0,0,1,0,0,1,1
9561,4,1,234,3,2.0,4282,0,0,1,0,0,0,0,1,0,0,1,0
9562,4,4,237,3,2.0,4760,1,0,0,1,0,0,0,1,0,0,1,0
9563,4,5,191,2,10.0,5068,0,0,0,0,0,1,0,1,0,1,0,1
9564,4,4,222,3,2.0,5140,1,0,0,0,1,0,0,1,0,1,0,0
9565,4,4,153,2,8.0,4248,0,0,0,0,0,1,1,0,0,1,0,0
9566,4,1,224,2,2.0,4581,1,1,0,0,0,0,0,1,0,1,0,1
9567,5,4,201,2,5.0,5593,0,0,1,0,0,0,0,1,0,1,0,1
9568,4,2,169,3,10.0,4309,0,0,0,1,0,0,0,1,0,1,0,1
9569,3,2,133,5,9.0,5744,1,0,0,0,0,1,0,1,0,1,0,1
9570,4,4,146,2,5.0,4356,1,0,0,0,1,0,1,0,0,1,0,0
9571,4,1,230,3,8.0,4107,0,0,0,0,0,1,0,1,0,1,0,1
9572,3,1,195,5,4.0,4034,0,1,0,0,0,0,1,0,0,1,0,0
9573,4,4,204,3,9.0,4757,0,0,1,0,0,0,1,0,0,1,0,0
9574,6,2,191,6,7.0,5333,1,0,0,1,0,0,0,1,0,1,0,1
9575,5,5,199,3,6.0,5547,2,0,0,0,0,1,0,1,0,1,0,1
9576,3,4,192,4,3.0,4030,1,0,0,0,1,0,0,1,0,1,0,0
9577,3,1,187,2,10.0,5064,0,0,0,0,0,1,1,0,0,1,0,1
9578,3,1,236,3,8.0,5341,1,1,0,0,0,0,1,0,0,1,0,1
9579,4,5,176,3,1.0,5096,2,0,1,0,0,0,1,0,0,1,0,1
9580,6,2,239,4,7.0,4589,1,0,0,1,0,0,1,0,0,1,0,0
9581,4,4,280,3,5.0,5624,1,0,0,0,0,1,0,1,0,1,0,0
9582,5,5,184,2,9.0,4649,1,0,0,0,1,0,0,1,0,1,0,1
9583,3,2,145,2,3.0,4409,0,0,0,0,0,1,0,1,0,1,0,0
9584,6,5,248,3,3.0,5709,0,1,0,0,0,0,1,0,0,1,0,1
9585,2,4,184,5,9.0,5812,1,0,1,0,0,0,0,1,1,0,0,0
9586,4,5,265,2,9.0,5040,0,0,0,1,0,0,0,1,1,0,0,0
9587,5,1,170,4,4.0,5113,1,0,0,0,0,1,0,1,1,0,0,1
9588,2,1,181,4,2.0,4747,0,0,0,0,1,0,1,0,1,0,0,0
9589,3,4,166,4,1.0,5533,0,0,0,0,0,1,1,0,1,0,0,1
9590,4,4,137,4,5.0,5095,1,1,0,0,0,0,1,0,1,0,0,0
9591,4,1,173,5,5.0,5049,0,0,1,0,0,0,1,0,1,0,0,1
9592,4,3,249,4,10.0,5614,1,0,0,1,0,0,0,1,1,0,0,0
9593,5,4,205,3,3.0,4157,0,0,0,0,0,1,1,0,1,0,0,1
9594,4,5,251,5,8.0,4573,2,0,0,0,1,0,0,1,1,0,0,0
